customer_lifetime_value,monthly_premium_auto,total_claim_amount,number_of_open_complaints,income,policy_type,vehicle_class,gender,education,state,zones
4974,65,467,3,75644,Corporate Auto,Two-Door Car,male,Bachelor,Washington,east
17816,220,1056,0,60192,Personal Auto,Luxury Car,female,High School or Below,California,west
6238,90,134,2,0,Personal Auto,Four-Door Car,female,Bachelor,Oregon,northwest
2682,74,355,0,0,Corporate Auto,Two-Door Car,male,Bachelor,Oregon,northwest
2837,73,350,0,29242,Personal Auto,Two-Door Car,male,College,California,west
4118,103,494,0,69379,Personal Auto,Two-Door Car,female,Bachelor,Oregon,northwest
2472,62,208,0,63860,Personal Auto,Four-Door Car,female,College,Oregon,northwest
4139,104,65,1,45281,Personal Auto,Sports Car,female,Doctor,Arizona,central
4100,104,97,2,51193,Personal Auto,Two-Door Car,female,Bachelor,Arizona,central
5278,67,49,0,62074,Corporate Auto,Four-Door Car,female,Bachelor,Oregon,northwest
8056,68,65,0,64304,Corporate Auto,Two-Door Car,female,Bachelor,California,west
9185,116,501,1,73795,Personal Auto,SUV,male,Bachelor,Oregon,northwest
15417,96,43,0,84376,Personal Auto,Four-Door Car,female,College,Oregon,northwest
6829,66,470,1,0,Personal Auto,Two-Door Car,female,High School or Below,Arizona,central
8500,106,508,0,79153,Special Auto,SUV,male,High School or Below,Oregon,northwest
8847,118,425,0,17950,Personal Auto,SUV,male,College,Oregon,northwest
2840,80,962,1,0,Personal Auto,Two-Door Car,female,College,Arizona,central
15984,69,331,0,0,Personal Auto,Two-Door Car,male,Bachelor,Oregon,northwest
18542,72,622,0,0,Corporate Auto,Four-Door Car,female,College,Oregon,northwest
2609,65,33,1,58139,Corporate Auto,Four-Door Car,female,College,Arizona,central
7901,113,1258,0,0,Personal Auto,SUV,male,High School or Below,California,west
17995,223,937,0,80991,Personal Auto,Luxury SUV,female,High School or Below,California,west
5021,126,306,0,69678,Personal Auto,Sports Car,female,College,California,west
4654,67,577,0,0,Personal Auto,Two-Door Car,male,Bachelor,Arizona,central
2719,72,345,0,14030,Personal Auto,Two-Door Car,female,College,Arizona,central
4726,124,839,0,13037,Personal Auto,SUV,female,Bachelor,Oregon,northwest
8595,108,186,0,76763,Personal Auto,SUV,male,College,California,west
15626,131,810,0,50461,Personal Auto,Sports Car,female,High School or Below,Washington,east
2797,70,112,0,69604,Corporate Auto,Four-Door Car,male,High School or Below,California,west
5344,68,387,0,22908,Personal Auto,Four-Door Car,male,Master,California,west
17557,146,76,0,68273,Personal Auto,Sports Car,female,College,California,west
4595,116,381,1,95550,Personal Auto,SUV,male,College,California,west
5794,74,355,1,88370,Personal Auto,Four-Door Car,male,Bachelor,Nevada,central
5332,66,309,0,68931,Corporate Auto,Four-Door Car,female,Doctor,Oregon,northwest
6680,87,71,3,24432,Corporate Auto,Two-Door Car,female,Bachelor,Oregon,northwest
7910,199,35,1,77577,Personal Auto,Luxury SUV,male,College,Oregon,northwest
12516,110,528,0,12607,Personal Auto,SUV,male,High School or Below,California,west
2325,63,302,0,0,Personal Auto,Four-Door Car,female,College,Oregon,northwest
3964,102,489,0,23474,Corporate Auto,SUV,female,Bachelor,Oregon,northwest
7486,113,813,0,0,Personal Auto,SUV,male,Bachelor,California,west
6707,65,360,0,0,Personal Auto,Four-Door Car,male,Bachelor,Oregon,northwest
12902,106,508,0,98478,Corporate Auto,Four-Door Car,male,High School or Below,California,west
5926,96,460,5,23091,Personal Auto,Four-Door Car,male,College,Arizona,central
5148,65,312,0,51071,Personal Auto,Two-Door Car,male,College,Arizona,central
6827,103,2,2,0,Personal Auto,SUV,female,Bachelor,Oregon,northwest
4670,118,373,2,69921,Personal Auto,Two-Door Car,female,Bachelor,Arizona,central
5363,68,17,0,36357,Personal Auto,Four-Door Car,male,High School or Below,Washington,east
6961,63,40,0,0,Personal Auto,Four-Door Car,female,High School or Below,Oregon,northwest
28511,104,640,0,27607,Corporate Auto,Four-Door Car,male,High School or Below,Oregon,northwest
8624,106,508,0,43610,Personal Auto,Sports Car,female,Master,Oregon,northwest
3382,91,436,0,0,Personal Auto,Four-Door Car,female,Bachelor,Oregon,northwest
2319,61,396,0,14660,Personal Auto,Four-Door Car,male,Bachelor,California,west
8807,78,374,0,26864,Special Auto,Four-Door Car,female,High School or Below,Arizona,central
2491,62,67,0,36631,Personal Auto,Four-Door Car,male,Doctor,Oregon,northwest
7853,99,629,0,42582,Corporate Auto,Four-Door Car,female,Bachelor,California,west
9816,62,128,0,37256,Personal Auto,Four-Door Car,male,College,Arizona,central
22103,102,489,0,0,Corporate Auto,SUV,male,College,Arizona,central
6689,84,599,0,56980,Corporate Auto,Two-Door Car,male,High School or Below,Washington,east
11323,94,229,3,98254,Corporate Auto,Four-Door Car,male,Master,Oregon,northwest
6333,79,338,0,71737,Personal Auto,Two-Door Car,male,Master,Washington,east
3139,79,905,0,31177,Personal Auto,Four-Door Car,male,Bachelor,Arizona,central
2617,65,35,0,98338,Personal Auto,Four-Door Car,female,High School or Below,California,west
3732,106,879,0,0,Personal Auto,Sports Car,female,High School or Below,California,west
4433,65,312,0,0,Special Auto,Four-Door Car,female,Bachelor,California,west
3478,90,562,0,29938,Corporate Auto,Four-Door Car,male,College,Washington,east
5009,69,496,0,0,Personal Auto,Four-Door Car,female,Bachelor,California,west
8417,111,1257,0,24285,Personal Auto,Two-Door Car,male,Bachelor,California,west
4483,113,466,0,32983,Personal Auto,SUV,male,Master,California,west
5124,134,643,0,0,Personal Auto,SUV,female,Doctor,California,west
3721,93,343,0,71333,Personal Auto,Four-Door Car,female,Bachelor,Oregon,northwest
9988,124,286,0,33157,Personal Auto,SUV,female,Master,Arizona,central
3342,91,436,0,0,Personal Auto,Four-Door Car,female,College,Oregon,northwest
7524,64,460,1,36580,Personal Auto,Four-Door Car,male,Bachelor,California,west
13466,119,571,0,11432,Personal Auto,SUV,female,High School or Below,Oregon,northwest
2949,73,106,0,78596,Personal Auto,Four-Door Car,female,High School or Below,California,west
5179,65,171,0,35143,Corporate Auto,Four-Door Car,female,Bachelor,Arizona,central
3225,81,438,0,29606,Personal Auto,Four-Door Car,male,Master,Arizona,central
8849,73,137,0,53228,Special Auto,Four-Door Car,male,Master,Arizona,central
2886,78,486,0,10312,Personal Auto,Four-Door Car,female,High School or Below,Oregon,northwest
2359,63,352,0,19864,Personal Auto,Four-Door Car,female,Bachelor,Oregon,northwest
4669,116,556,0,76157,Personal Auto,Two-Door Car,female,High School or Below,Nevada,central
6366,80,384,0,44368,Personal Auto,Two-Door Car,male,High School or Below,California,west
25581,72,345,0,27961,Personal Auto,Two-Door Car,male,College,Oregon,northwest
8146,68,158,2,92777,Personal Auto,Two-Door Car,female,College,California,west
5412,67,191,0,55992,Personal Auto,Four-Door Car,female,Master,Oregon,northwest
5757,72,174,0,88997,Personal Auto,Four-Door Car,male,Master,Arizona,central
4755,63,302,0,21926,Personal Auto,Four-Door Car,female,High School or Below,Arizona,central
4995,62,297,0,82413,Personal Auto,Four-Door Car,female,Bachelor,Oregon,northwest
2824,73,137,4,48008,Personal Auto,Four-Door Car,male,Bachelor,California,west
5907,74,355,0,87796,Personal Auto,Four-Door Car,female,College,California,west
4988,64,326,0,38928,Personal Auto,Four-Door Car,male,Bachelor,Oregon,northwest
7405,64,307,1,58779,Personal Auto,Four-Door Car,male,Bachelor,Arizona,central
16553,135,714,0,98912,Personal Auto,SUV,female,Doctor,Washington,east
15102,137,32,0,0,Personal Auto,SUV,female,College,Oregon,northwest
9118,114,272,0,33882,Personal Auto,SUV,female,High School or Below,Arizona,central
2759,69,331,0,92296,Personal Auto,Two-Door Car,male,Bachelor,Oregon,northwest
15251,127,617,0,63287,Personal Auto,SUV,female,Bachelor,Oregon,northwest
14517,178,854,0,74871,Personal Auto,SUV,female,High School or Below,Arizona,central
5597,139,667,0,37995,Personal Auto,SUV,female,High School or Below,Arizona,central
19323,139,1389,1,0,Personal Auto,SUV,female,High School or Below,California,west
15950,87,46,1,0,Personal Auto,Two-Door Car,female,College,Washington,east
3176,81,372,0,64706,Personal Auto,Two-Door Car,male,High School or Below,Nevada,central
4526,64,307,1,0,Personal Auto,Four-Door Car,male,Bachelor,Oregon,northwest
2573,67,321,0,29500,Corporate Auto,Four-Door Car,male,College,Arizona,central
6656,69,496,1,0,Personal Auto,Four-Door Car,male,College,Arizona,central
27564,91,184,0,26410,Corporate Auto,Four-Door Car,female,Bachelor,Nevada,central
3842,95,107,0,97832,Personal Auto,Two-Door Car,male,Master,California,west
3808,94,451,0,94903,Personal Auto,Two-Door Car,female,College,Oregon,northwest
15000,76,507,1,62473,Personal Auto,Four-Door Car,female,High School or Below,Oregon,northwest
5573,69,325,0,85704,Personal Auto,Four-Door Car,male,College,Nevada,central
6222,78,122,0,74270,Corporate Auto,Two-Door Car,male,Bachelor,Oregon,northwest
5096,65,312,0,22886,Personal Auto,Four-Door Car,female,Master,Oregon,northwest
6183,78,93,0,36464,Personal Auto,Four-Door Car,female,College,California,west
9388,80,111,0,33599,Personal Auto,Four-Door Car,female,Bachelor,California,west
8168,73,206,1,20819,Special Auto,Four-Door Car,male,College,Oregon,northwest
13561,91,280,1,29095,Corporate Auto,Two-Door Car,female,College,California,west
6699,88,318,0,30852,Personal Auto,Four-Door Car,male,College,California,west
20230,74,355,1,48448,Corporate Auto,Four-Door Car,male,High School or Below,California,west
4097,110,528,0,20079,Corporate Auto,Two-Door Car,female,Bachelor,Washington,east
5169,73,350,0,12430,Personal Auto,Four-Door Car,male,High School or Below,California,west
6278,80,384,0,47669,Personal Auto,Four-Door Car,male,Bachelor,Arizona,central
3343,87,334,0,40794,Personal Auto,Four-Door Car,male,Bachelor,Arizona,central
15531,198,808,2,95340,Personal Auto,Luxury SUV,male,Bachelor,California,west
4236,113,542,0,14476,Corporate Auto,Sports Car,male,Bachelor,Oregon,northwest
3692,105,756,0,0,Personal Auto,Four-Door Car,female,College,Arizona,central
6782,85,612,0,26116,Personal Auto,Four-Door Car,male,High School or Below,California,west
3683,100,720,0,12454,Personal Auto,Sports Car,male,Bachelor,California,west
13995,121,580,3,48245,Personal Auto,SUV,female,High School or Below,Oregon,northwest
5619,153,1027,0,0,Personal Auto,SUV,male,High School or Below,Oregon,northwest
8331,119,856,0,0,Personal Auto,SUV,female,Bachelor,Oregon,northwest
4171,105,653,0,37478,Personal Auto,Sports Car,female,College,Nevada,central
7873,74,568,0,0,Personal Auto,Two-Door Car,male,High School or Below,Oregon,northwest
10677,134,611,0,45732,Corporate Auto,SUV,female,College,Oregon,northwest
14687,85,612,0,0,Personal Auto,Four-Door Car,male,Bachelor,California,west
5394,67,251,0,65978,Corporate Auto,Two-Door Car,male,Bachelor,Washington,east
2230,62,325,0,0,Personal Auto,Four-Door Car,male,College,Arizona,central
7771,65,452,0,58467,Corporate Auto,Four-Door Car,female,College,Nevada,central
4103,102,489,0,82427,Personal Auto,SUV,female,College,Washington,east
7221,184,587,0,33811,Personal Auto,Luxury SUV,male,Bachelor,Nevada,central
12285,183,878,2,0,Personal Auto,Luxury SUV,male,High School or Below,Oregon,northwest
5704,71,380,0,37675,Personal Auto,Four-Door Car,female,Master,California,west
2433,72,345,0,0,Personal Auto,Two-Door Car,male,Bachelor,Arizona,central
4921,70,336,0,0,Personal Auto,Four-Door Car,female,College,California,west
4660,67,482,0,0,Personal Auto,Two-Door Car,male,High School or Below,California,west
2541,71,511,0,0,Personal Auto,Four-Door Car,female,High School or Below,Washington,east
11658,102,220,0,19851,Personal Auto,Sports Car,male,College,Nevada,central
11131,99,475,0,0,Personal Auto,Four-Door Car,female,High School or Below,Washington,east
4733,62,740,0,0,Corporate Auto,Four-Door Car,female,Bachelor,Arizona,central
8776,73,863,0,28360,Personal Auto,Four-Door Car,female,High School or Below,Oregon,northwest
7804,193,926,0,70833,Personal Auto,Luxury SUV,male,High School or Below,California,west
2522,69,470,1,0,Corporate Auto,Four-Door Car,female,Master,Arizona,central
9536,80,384,2,62421,Corporate Auto,Four-Door Car,female,Bachelor,California,west
4711,62,49,0,13933,Corporate Auto,Two-Door Car,female,Bachelor,Oregon,northwest
3801,96,151,1,40513,Personal Auto,Four-Door Car,female,Bachelor,Nevada,central
21159,108,777,0,0,Special Auto,SUV,male,College,Oregon,northwest
6515,81,388,0,47259,Corporate Auto,Four-Door Car,male,Master,Oregon,northwest
4739,61,254,0,35039,Personal Auto,Four-Door Car,male,Master,California,west
21240,190,1368,0,0,Personal Auto,Luxury SUV,female,College,California,west
3980,101,707,0,92539,Personal Auto,Four-Door Car,male,High School or Below,Washington,east
4990,71,849,0,0,Special Auto,Two-Door Car,female,College,Oregon,northwest
2562,65,178,2,92038,Personal Auto,Two-Door Car,male,High School or Below,Oregon,northwest
7355,61,435,0,51789,Corporate Auto,Two-Door Car,male,Bachelor,Nevada,central
5041,64,138,2,61972,Personal Auto,Four-Door Car,male,College,Arizona,central
12731,105,504,0,40870,Special Auto,SUV,male,Doctor,Oregon,northwest
8879,113,528,0,52583,Personal Auto,SUV,female,High School or Below,California,west
2872,73,9,1,79681,Personal Auto,Four-Door Car,female,Bachelor,Arizona,central
11058,137,696,0,69792,Personal Auto,SUV,female,High School or Below,Oregon,northwest
7138,93,603,0,19794,Corporate Auto,Two-Door Car,female,High School or Below,Arizona,central
29037,113,542,0,0,Personal Auto,SUV,male,High School or Below,Oregon,northwest
8613,106,508,0,26680,Personal Auto,Two-Door Car,female,Master,California,west
3861,95,281,0,93272,Corporate Auto,Four-Door Car,female,College,California,west
2482,68,87,0,0,Personal Auto,Two-Door Car,male,Doctor,Oregon,northwest
3133,91,655,1,0,Personal Auto,Four-Door Car,female,Bachelor,California,west
7123,92,621,0,21835,Personal Auto,Two-Door Car,male,Bachelor,Oregon,northwest
28435,116,899,0,0,Personal Auto,SUV,female,College,Arizona,central
12741,106,419,1,73054,Personal Auto,SUV,female,Bachelor,Washington,east
3176,81,565,1,35551,Personal Auto,Four-Door Car,female,Bachelor,Oregon,northwest
5470,138,702,0,54507,Personal Auto,SUV,female,Bachelor,California,west
4582,67,321,0,0,Personal Auto,Four-Door Car,male,Bachelor,Oregon,northwest
5350,68,263,0,41336,Personal Auto,Four-Door Car,female,Bachelor,Oregon,northwest
5580,70,416,0,31972,Personal Auto,Four-Door Car,female,High School or Below,California,west
7048,93,446,0,20416,Personal Auto,Four-Door Car,male,College,Oregon,northwest
15306,193,19,0,46338,Corporate Auto,SUV,male,Bachelor,Nevada,central
9657,131,628,0,0,Personal Auto,SUV,male,High School or Below,Oregon,northwest
3985,105,504,0,17220,Personal Auto,SUV,male,College,California,west
9816,62,128,0,37256,Personal Auto,Four-Door Car,male,College,Oregon,northwest
37243,115,295,0,53602,Personal Auto,Sports Car,female,High School or Below,Arizona,central
4122,107,72,0,24732,Corporate Auto,Sports Car,female,High School or Below,Oregon,northwest
2556,65,312,0,23867,Personal Auto,Four-Door Car,male,High School or Below,Oregon,northwest
17253,124,928,0,0,Personal Auto,Sports Car,male,High School or Below,California,west
36181,180,864,0,0,Corporate Auto,Luxury SUV,male,Bachelor,California,west
8427,215,1032,1,46503,Personal Auto,Luxury SUV,female,Bachelor,Oregon,northwest
2348,63,453,0,0,Personal Auto,Four-Door Car,male,High School or Below,Oregon,northwest
23675,199,842,1,46268,Personal Auto,Sports Car,female,Bachelor,Oregon,northwest
4089,104,499,0,60759,Corporate Auto,SUV,female,College,Oregon,northwest
2483,65,156,5,75615,Personal Auto,Four-Door Car,female,Bachelor,California,west
5278,68,27,0,73742,Personal Auto,Two-Door Car,male,College,Oregon,northwest
13727,126,604,0,0,Personal Auto,SUV,male,College,Arizona,central
10963,276,1324,0,55687,Corporate Auto,Luxury SUV,male,High School or Below,California,west
5555,72,471,0,74015,Personal Auto,Four-Door Car,male,Bachelor,Oregon,northwest
3261,93,669,0,0,Personal Auto,Four-Door Car,male,Bachelor,Washington,east
11029,92,441,0,37056,Personal Auto,Four-Door Car,female,Bachelor,Oregon,northwest
4770,65,362,0,12964,Personal Auto,Two-Door Car,female,College,Arizona,central
2734,70,21,0,30916,Personal Auto,Four-Door Car,female,High School or Below,California,west
3748,106,508,0,0,Personal Auto,SUV,male,Bachelor,California,west
4770,65,362,0,12964,Personal Auto,Two-Door Car,female,College,Oregon,northwest
8509,74,523,0,26057,Personal Auto,Four-Door Car,male,Master,Oregon,northwest
5421,71,340,0,29981,Corporate Auto,Two-Door Car,female,Master,Arizona,central
2916,74,100,0,85210,Personal Auto,Four-Door Car,male,Bachelor,Oregon,northwest
13363,111,277,0,86653,Personal Auto,Four-Door Car,male,College,Washington,east
3974,113,542,0,0,Personal Auto,SUV,male,High School or Below,Oregon,northwest
14710,131,754,2,22872,Personal Auto,SUV,male,College,California,west
5936,74,177,0,42889,Personal Auto,Four-Door Car,female,Doctor,California,west
2862,72,267,0,74034,Personal Auto,Four-Door Car,male,College,California,west
8427,215,1032,1,46503,Personal Auto,Luxury SUV,female,Bachelor,Arizona,central
8622,73,350,0,97361,Corporate Auto,Four-Door Car,male,Bachelor,Arizona,central
2300,63,302,0,25905,Personal Auto,Four-Door Car,male,Bachelor,Oregon,northwest
10056,139,1000,0,16097,Personal Auto,Sports Car,male,Bachelor,Arizona,central
9118,114,547,0,56446,Personal Auto,SUV,female,High School or Below,Nevada,central
5507,72,154,0,11343,Personal Auto,Four-Door Car,male,Master,Nevada,central
10972,137,657,0,24164,Personal Auto,Sports Car,male,Doctor,California,west
7840,210,1008,2,58414,Personal Auto,Luxury SUV,male,College,Oregon,northwest
5504,73,350,0,0,Personal Auto,Four-Door Car,female,Bachelor,Washington,east
4792,62,357,0,24395,Personal Auto,Two-Door Car,female,High School or Below,Arizona,central
4187,103,163,0,52471,Personal Auto,Two-Door Car,female,Master,Oregon,northwest
2718,68,317,0,30009,Personal Auto,Four-Door Car,female,College,Arizona,central
8257,73,424,0,23815,Personal Auto,Four-Door Car,female,Bachelor,Oregon,northwest
12663,104,3,0,27739,Corporate Auto,Four-Door Car,female,Master,Oregon,northwest
2647,69,300,0,37876,Personal Auto,Four-Door Car,male,College,Nevada,central
4830,72,345,0,0,Corporate Auto,Four-Door Car,male,Bachelor,California,west
4558,61,292,0,14665,Personal Auto,Four-Door Car,female,Bachelor,Nevada,central
2127,61,31,1,0,Corporate Auto,Four-Door Car,female,Bachelor,Oregon,northwest
2546,63,445,0,86595,Corporate Auto,Two-Door Car,female,Bachelor,California,west
4992,68,326,1,24368,Personal Auto,Four-Door Car,male,College,Washington,east
12741,106,419,1,73054,Corporate Auto,SUV,female,Bachelor,Washington,east
7863,72,732,0,0,Corporate Auto,Two-Door Car,female,College,Washington,east
5131,128,346,0,50994,Corporate Auto,SUV,male,Bachelor,Oregon,northwest
2275,64,460,0,0,Personal Auto,Two-Door Car,female,High School or Below,Oregon,northwest
60556,204,979,0,0,Personal Auto,Luxury SUV,female,College,Arizona,central
2356,63,302,0,0,Personal Auto,Four-Door Car,male,Bachelor,Oregon,northwest
28824,87,626,1,0,Corporate Auto,Four-Door Car,female,Bachelor,California,west
4978,64,221,0,28695,Corporate Auto,Four-Door Car,male,Bachelor,California,west
6521,82,393,3,72608,Special Auto,Four-Door Car,female,College,Arizona,central
7564,63,302,0,48381,Personal Auto,Two-Door Car,female,Bachelor,Oregon,northwest
11631,152,1082,0,0,Personal Auto,SUV,female,College,Arizona,central
7180,104,1210,0,0,Special Auto,Sports Car,female,High School or Below,Arizona,central
12168,115,828,0,14973,Personal Auto,SUV,male,Bachelor,Oregon,northwest
2248,63,347,1,24910,Personal Auto,Four-Door Car,female,Bachelor,Oregon,northwest
2530,63,12,0,50577,Personal Auto,Two-Door Car,male,Doctor,Washington,east
4653,70,585,1,0,Personal Auto,Two-Door Car,male,High School or Below,Oregon,northwest
2354,62,297,0,26184,Special Auto,Two-Door Car,female,College,Arizona,central
8417,112,537,0,20215,Personal Auto,Four-Door Car,male,Bachelor,Nevada,central
5717,72,148,0,68342,Personal Auto,Four-Door Car,male,Bachelor,California,west
4623,133,957,0,0,Personal Auto,SUV,male,High School or Below,Oregon,northwest
6521,82,393,3,72608,Personal Auto,Four-Door Car,female,College,Oregon,northwest
5507,69,107,1,74960,Corporate Auto,Four-Door Car,male,Master,Nevada,central
2674,69,331,0,56342,Corporate Auto,Four-Door Car,male,College,Oregon,northwest
5817,72,189,0,86824,Personal Auto,Four-Door Car,female,College,Oregon,northwest
4646,117,561,0,37530,Personal Auto,SUV,male,College,Nevada,central
2226,62,297,0,0,Personal Auto,Two-Door Car,male,Bachelor,Oregon,northwest
7651,65,224,0,53330,Personal Auto,Four-Door Car,female,Bachelor,California,west
2305,63,327,0,0,Special Auto,Four-Door Car,male,Bachelor,Oregon,northwest
11960,76,109,0,52436,Personal Auto,Four-Door Car,female,College,Nevada,central
11315,101,484,0,11885,Personal Auto,Four-Door Car,female,Bachelor,Arizona,central
7212,97,498,0,0,Corporate Auto,Two-Door Car,male,High School or Below,Oregon,northwest
5255,137,46,1,44536,Personal Auto,SUV,female,College,Washington,east
4794,61,245,0,82763,Personal Auto,Four-Door Car,female,Bachelor,Nevada,central
2659,87,420,3,0,Corporate Auto,Four-Door Car,female,College,Nevada,central
27643,113,52,0,63401,Personal Auto,SUV,female,Master,Arizona,central
10083,90,571,0,11828,Personal Auto,Four-Door Car,female,High School or Below,Arizona,central
5687,72,61,0,99747,Corporate Auto,Two-Door Car,male,Bachelor,Oregon,northwest
3059,88,633,0,0,Personal Auto,Four-Door Car,male,College,California,west
4945,61,292,0,78796,Personal Auto,Two-Door Car,female,High School or Below,Nevada,central
8609,107,289,0,79090,Personal Auto,SUV,female,Bachelor,Oregon,northwest
5157,65,468,0,43906,Personal Auto,Two-Door Car,male,College,Nevada,central
3748,94,354,0,82189,Personal Auto,Two-Door Car,male,High School or Below,Arizona,central
7462,93,7,0,70263,Personal Auto,Two-Door Car,female,College,Oregon,northwest
15063,207,1008,0,19132,Personal Auto,Luxury Car,male,Master,Washington,east
9657,131,628,0,0,Corporate Auto,SUV,male,High School or Below,Arizona,central
2799,69,136,0,78127,Personal Auto,Four-Door Car,male,Master,Nevada,central
2759,69,331,0,92296,Personal Auto,Two-Door Car,male,Bachelor,Arizona,central
5392,74,317,0,0,Corporate Auto,Two-Door Car,male,Doctor,Oregon,northwest
5392,68,265,3,80550,Personal Auto,Four-Door Car,female,High School or Below,California,west
3574,89,429,0,51950,Personal Auto,Two-Door Car,female,College,Arizona,central
5608,73,350,0,20392,Personal Auto,Four-Door Car,female,College,Oregon,northwest
4754,61,8,0,30886,Special Auto,Four-Door Car,female,College,Washington,east
2239,66,475,0,0,Personal Auto,Four-Door Car,male,Bachelor,Oregon,northwest
7356,61,292,0,33089,Personal Auto,Four-Door Car,female,Bachelor,California,west
13283,132,950,0,0,Personal Auto,SUV,male,College,Oregon,northwest
6893,68,326,0,0,Corporate Auto,Two-Door Car,male,College,Arizona,central
3966,100,480,1,72439,Personal Auto,SUV,male,College,California,west
16548,82,47,0,81639,Special Auto,Four-Door Car,female,Bachelor,Oregon,northwest
5447,68,114,0,68815,Personal Auto,Four-Door Car,female,College,Oregon,northwest
4644,63,94,0,0,Personal Auto,Four-Door Car,female,College,California,west
5318,67,321,0,25134,Personal Auto,Four-Door Car,female,Bachelor,California,west
2491,65,329,0,25965,Personal Auto,Four-Door Car,female,High School or Below,Arizona,central
12296,105,504,1,55193,Personal Auto,SUV,male,High School or Below,Arizona,central
6273,86,412,0,18577,Personal Auto,Four-Door Car,female,College,California,west
6366,80,384,0,44368,Corporate Auto,Two-Door Car,male,High School or Below,Nevada,central
6005,86,412,0,13528,Personal Auto,Four-Door Car,male,College,Oregon,northwest
11981,62,257,0,21514,Personal Auto,Two-Door Car,female,Master,Oregon,northwest
11885,105,756,0,0,Personal Auto,SUV,male,High School or Below,California,west
17109,213,363,0,87139,Personal Auto,Luxury SUV,female,Bachelor,Arizona,central
4717,61,439,1,20355,Personal Auto,Four-Door Car,male,High School or Below,California,west
4778,73,350,2,0,Personal Auto,Four-Door Car,male,Bachelor,California,west
2402,61,439,3,46210,Personal Auto,Two-Door Car,male,Bachelor,Washington,east
13197,68,326,3,0,Personal Auto,Four-Door Car,female,College,Nevada,central
29232,114,820,0,28613,Personal Auto,Four-Door Car,male,High School or Below,California,west
8509,74,523,0,26057,Personal Auto,Four-Door Car,male,Master,Oregon,northwest
4774,73,525,0,0,Personal Auto,Four-Door Car,male,Bachelor,Arizona,central
9113,112,322,0,76700,Personal Auto,Four-Door Car,female,High School or Below,Nevada,central
7663,109,523,0,0,Personal Auto,SUV,female,Bachelor,Nevada,central
2599,65,312,0,45181,Personal Auto,Four-Door Car,male,Master,Oregon,northwest
8819,110,528,1,99845,Personal Auto,SUV,male,High School or Below,Oregon,northwest
6857,101,1021,0,0,Personal Auto,SUV,male,Bachelor,Oregon,northwest
7109,88,404,0,92423,Personal Auto,Four-Door Car,female,High School or Below,Oregon,northwest
2842,71,16,0,43793,Personal Auto,Four-Door Car,female,Doctor,Washington,east
12846,107,513,2,93210,Personal Auto,SUV,male,College,Washington,east
3498,88,43,1,58484,Personal Auto,Two-Door Car,male,Bachelor,Oregon,northwest
6005,76,364,0,26876,Personal Auto,Four-Door Car,male,High School or Below,Oregon,northwest
4344,109,523,0,48054,Personal Auto,SUV,female,Bachelor,Arizona,central
25401,91,236,0,36800,Personal Auto,Two-Door Car,female,Bachelor,Arizona,central
4466,61,292,4,28663,Personal Auto,Four-Door Car,male,College,Arizona,central
7849,97,284,0,54431,Personal Auto,Four-Door Car,female,College,California,west
4250,108,308,0,27608,Personal Auto,SUV,female,Bachelor,Washington,east
6073,89,427,1,22103,Personal Auto,Four-Door Car,male,Bachelor,California,west
6729,103,741,0,0,Personal Auto,SUV,male,College,Arizona,central
2588,65,312,0,46168,Personal Auto,Four-Door Car,male,Doctor,Arizona,central
7305,91,14,0,83221,Personal Auto,Four-Door Car,male,College,Oregon,northwest
8531,105,108,0,98677,Personal Auto,Four-Door Car,male,Bachelor,California,west
8618,72,345,0,46379,Corporate Auto,Four-Door Car,female,High School or Below,California,west
4957,62,400,0,62803,Personal Auto,Two-Door Car,female,College,Oregon,northwest
12255,177,1274,0,0,Personal Auto,SUV,male,Bachelor,California,west
9624,134,964,0,0,Personal Auto,SUV,male,College,Nevada,central
7080,97,465,2,28139,Personal Auto,Four-Door Car,female,Bachelor,California,west
7053,89,31,0,52982,Corporate Auto,Four-Door Car,female,College,Arizona,central
5365,68,461,1,77095,Personal Auto,Four-Door Car,female,Bachelor,Oregon,northwest
4306,111,180,2,26322,Corporate Auto,SUV,female,College,Oregon,northwest
5970,81,583,1,25125,Corporate Auto,Four-Door Car,female,College,California,west
8879,113,528,0,52583,Special Auto,SUV,female,High School or Below,Oregon,northwest
4458,65,312,1,17622,Personal Auto,Four-Door Car,male,Bachelor,Arizona,central
5565,70,311,0,90607,Personal Auto,Four-Door Car,male,Master,California,west
5813,73,350,0,42795,Personal Auto,Four-Door Car,male,Bachelor,Arizona,central
8365,110,1263,0,27042,Personal Auto,Four-Door Car,female,High School or Below,Arizona,central
7275,62,445,1,27984,Personal Auto,Four-Door Car,male,College,Oregon,northwest
15083,126,331,0,26021,Personal Auto,SUV,female,High School or Below,Nevada,central
8458,71,345,0,25448,Personal Auto,Four-Door Car,female,High School or Below,Arizona,central
8010,68,250,0,52009,Personal Auto,Four-Door Car,male,Bachelor,California,west
2514,69,374,0,23504,Corporate Auto,Two-Door Car,female,High School or Below,Oregon,northwest
4112,71,569,3,0,Personal Auto,Four-Door Car,male,High School or Below,Washington,east
4369,110,394,1,40774,Personal Auto,Sports Car,male,Master,Oregon,northwest
7356,92,392,1,36812,Personal Auto,Two-Door Car,male,College,Nevada,central
10656,88,631,0,72540,Personal Auto,Two-Door Car,female,Bachelor,Oregon,northwest
